kodifikasi,nama,lokasi,kotamadya,kecamatan,kelurahan,luas,jenis
11010023,Taman Pejompongan(St Jono),Jl Pejompongan Raya,Jakarta Pusat,Tanah Abang,Bendungan Hilir,664,Taman Lingkungan
811010012,Taman Bendungan Hilir III,Jl. Bendungan Hilir III,Jakarta Pusat,Tanah Abang,Bendungan Hilir,255,Taman Lingkungan
811010025,Taman Penjernihan I,Jl. Penjernihan I,Jakarta Pusat,Tanah Abang,Bendungan Hilir,653,Taman Lingkungan
11010012,Taman Danau Semayang,Jl Danau Semayang,Jakarta Pusat,Tanah Abang,Bendungan Hilir,722,Taman Lingkungan
811010022,Taman Semanggi (Karet Tengsin),Jl. Semanggi,Jakarta Pusat,Tanah Abang,Bendungan Hilir,14897,Taman Lingkungan
11010007,Taman Danau Asahan,Jl Danau Asahan,Jakarta Pusat,Tanah Abang,Bendungan Hilir,3278,Taman Lingkungan
811010019,Taman G.K.B.I. Segitiga,Jl. Jend. Sudirman,Jakarta Pusat,Tanah Abang,Bendungan Hilir,2480.39,Taman Lingkungan
811010016,Taman Danau Melintang,Jl. Danau Melintang,Jakarta Pusat,Tanah Abang,Bendungan Hilir,763.72,Taman Lingkungan
811010044,Taman PAM Baru,Jl. PAM Baru,Jakarta Pusat,Tanah Abang,Bendungan Hilir,2700,Taman Lingkungan
811010013,Taman Bendungan Jatiluhur VII,Jl. Bendungan Jatiluhur VII,Jakarta Pusat,Tanah Abang,Bendungan Hilir,381.94,Taman Lingkungan
811010010,Taman Danau Buyan,Jl. Danau Buyan,Jakarta Pusat,Tanah Abang,Bendungan Hilir,454.5,Taman Lingkungan
11010013,Taman Danau Singkarak,Jl Danau Singkarak,Jakarta Pusat,Tanah Abang,Bendungan Hilir,1864,Taman Lingkungan
811010024,Taman LAN Pejompongan,Jl. Administrasi Negara,Jakarta Pusat,Tanah Abang,Bendungan Hilir,550,Taman Lingkungan
11010010,Taman Danau Gelinggang,Jl. Danau Belida,Jakarta Pusat,Tanah Abang,Bendungan Hilir,731.5,Taman Lingkungan
811010049,Taman Danau Brantas,Jl. Danau Brantas,Jakarta Pusat,Tanah Abang,Bendungan Hilir,1835.7,Taman Lingkungan
811010021,Taman Situ Aksan,Jl. Situ Aksan,Jakarta Pusat,Tanah Abang,Bendungan Hilir,433,Taman Lingkungan
11010006,Taman Bendungan Jatiluhur,Jl Bendungan Jatiluhur,Jakarta Pusat,Tanah Abang,Bendungan Hilir,552,Taman Lingkungan
811010017,Taman Danau Medara,Jl. Danau Medara,Jakarta Pusat,Tanah Abang,Bendungan Hilir,1615,Taman Lingkungan
811010041,Taman Segitiga Palmerah,Jl. Palmerah,Jakarta Pusat,Tanah Abang,Gelora,500,Taman Lingkungan
811010004,Taman Belokan Palmerah,Jl. Palmerah Arteri,Jakarta Pusat,Tanah Abang,Gelora,1000,Taman Lingkungan
811010002,Taman Viaduct Pejompongan,Jl. Pejompongan,Jakarta Pusat,Tanah Abang,Gelora,12500,Taman Lingkungan
811010048,Taman Semanggi (Gelora),Jl. Jend Sudirman,Jakarta Pusat,Tanah Abang,Gelora,12543,Taman Lingkungan
811010003,Taman Segitiga Palmerah Arteri,Jl. Palmerah Arteri,Jakarta Pusat,Tanah Abang,Gelora,100,Taman Lingkungan
811010001,Taman Bunderan Pintu I,Jl. Pintu I,Jakarta Pusat,Tanah Abang,Gelora,100.32,Taman Lingkungan
811010032,Taman Hati Suci,Jl. Hati Suci,Jakarta Pusat,Tanah Abang,Kampung Bali,212,Taman Lingkungan
11010016,Taman Kampung Bali IX,Jl Kampung Bali IX,Jakarta Pusat,Tanah Abang,Kampung Bali,1829,Taman Lingkungan
811010050,Taman Kp. Bali 25,Jl. Kampung Bali 25,Jakarta Pusat,Tanah Abang,Kampung Bali,153,Taman Lingkungan
811010039,Taman Segitiga Fachrudin,Jl. Fachrudin,Jakarta Pusat,Tanah Abang,Kampung Bali,1000,Taman Lingkungan
811010037,Taman Segitiga Fly Over Jatibaru Kiri,Jl. Jati Baru,Jakarta Pusat,Tanah Abang,Kampung Bali,95,Taman Lingkungan
811010042,Taman Tanah Rendah,Jl. Tanah Rendah,Jakarta Pusat,Tanah Abang,Kampung Bali,1000,Taman Lingkungan
811010038,Taman Sgt Fly Over Jatibaru Kanan,Jl. Jati Baru,Jakarta Pusat,Tanah Abang,Kampung Bali,205,Taman Lingkungan
811010047,Taman Kel Kp Bali Rw 09,Taman Kel Kp Bali Rw 09,Jakarta Pusat,Tanah Abang,Kampung Bali,240,Taman Lingkungan
811010036,Taman Jembatan Serong,Jl. Abdul Muis,Jakarta Pusat,Tanah Abang,Kampung Bali,90,Taman Lingkungan
811010045,Taman Pulau-pulau Jalan,Jl. Karet Bivak,Jakarta Pusat,Tanah Abang,Karet Tengsin,2500,Taman Lingkungan
811010040,Taman Segitiga Kebon Kacang Raya,Jl. Kebon Kacang Raya,Jakarta Pusat,Tanah Abang,Kebon Kacang,4000,Taman Lingkungan
811010043,Taman Jembatan Tinggi,Jl. Jembatan Tinggi,Jakarta Pusat,Tanah Abang,Kebon Melati,1000,Taman Lingkungan
811010030,Taman Tanjung Karang,Jl. Tanjung Karang,Jakarta Pusat,Tanah Abang,Kebon Melati,5724,Taman Lingkungan
11010002,Taman Awaludin I / II,Jl Awaludin I / II,Jakarta Pusat,Tanah Abang,Kebon Melati,1093,Taman Lingkungan
811010035,Taman Awaludin PLN,Jl. Awaludin PLN,Jakarta Pusat,Tanah Abang,Kebon Melati,720,Taman Lingkungan
811010031,Taman Waduk Melati,Jl. Indragiri,Jakarta Pusat,Tanah Abang,Kebon Melati,1161,Taman Lingkungan
811010028,Taman Talang Betutu Ujung,Jl. Talang Betutu,Jakarta Pusat,Tanah Abang,Kebon Melati,2014,Taman Lingkungan
811010046,Taman Pulau-pulau Slipi,Jl. Slipi Bunderan,Jakarta Pusat,Tanah Abang,Petamburan,30,Taman Lingkungan
814020013,Taman Deplu,Jl. MPR Raya,Jakarta Selatan,Cilandak,Cilandak Barat,584,Taman Lingkungan
814020015,Taman P & K / Taman Gajah,Jl. Cipete Raya,Jakarta Selatan,Cilandak,Gandaria Selatan,2864,Taman Lingkungan
814020002,Taman PWI,Jl. Terminal Lebak Bulus,Jakarta Selatan,Cilandak,Lebak Bulus,150,Taman Lingkungan
814020003,Taman Batan (Lbk Bulus),Jl. Lebak Bulus Selatan,Jakarta Selatan,Cilandak,Lebak Bulus,2371,Taman Lingkungan
814020006,Taman Wijaya Kusuma II,Jl. Wijaya Kusumah II,Jakarta Selatan,Cilandak,Pondok Labu,800,Taman Lingkungan
814020004,Taman Wijaya Kusuma (Pndk Labu),Jl. Wijaya Kusumah,Jakarta Selatan,Cilandak,Pondok Labu,900,Taman Lingkungan
814020011,Taman Jati Raya,Jl. Jati Raya,Jakarta Selatan,Cilandak,Pondok Labu,5560,Taman Lingkungan
814020009,Taman Timah,Jl. Margasatwa Kamang,Jakarta Selatan,Cilandak,Pondok Labu,2078,Taman Lingkungan
814020007,Taman Wijaya Kusuma III,Jl. Wijaya Kusumah III,Jakarta Selatan,Cilandak,Pondok Labu,932.8,Taman Lingkungan
814020016,Taman Agraria,Jl. Agraria,Jakarta Selatan,Cilandak,Pondok Labu,2541.8,Taman Lingkungan
814020005,Taman Wijaya Kusuma I,Jl. Wijaya Kusumah I,Jakarta Selatan,Cilandak,Pondok Labu,763.8,Taman Lingkungan
814020014,Taman Wijaya Kusuma (Cilandak Brt),Jl. Wijaya Kusuma,Jakarta Selatan,Cilandak,Pondok Labu,634,Taman Lingkungan
814020012,Taman Ambalun,Jl. Ambalun,Jakarta Selatan,Cilandak,Pondok Labu,639,Taman Lingkungan
814020010,Taman Pangkalan Jati,Jl. Margasatwa,Jakarta Selatan,Cilandak,Pondok Labu,443,Taman Lingkungan
814020008,Taman Wijaya Kusuma Raya,Jl. Wijaya Kusumah Raya,Jakarta Selatan,Cilandak,Pondok Labu,3760.4,Taman Lingkungan
814031015,Taman Purwa Kav. DKI,Jl. Purwa,Jakarta Selatan,Jagakarsa,Cipedak,24606.1,Taman Lingkungan
814031014,Taman Purwa,Jl. Purwa I,Jakarta Selatan,Jagakarsa,Cipedak,754.8,Taman Lingkungan
814031010,Taman Nangka Selatan,Jl. Nangka,Jakarta Selatan,Jagakarsa,Jagakarsa,250,Taman Lingkungan
814031006,Taman Lenteng Agung,Jl. SLB RW. 05,Jakarta Selatan,Jagakarsa,Lenteng Agung,2552.2,Taman Lingkungan
814031001,"Taman Publisistik, depan",Jl. Raya Lenteng Agung Barat,Jakarta Selatan,Jagakarsa,Srengseng Sawah,360,Taman Lingkungan
814031008,Taman Pintu KA Srengseng Barat,Jl. Lenteng Agung Barat,Jakarta Selatan,Jagakarsa,Srengseng Sawah,250,Taman Lingkungan
814031004,Taman Pondok Cina,Jl. Raya Lenteng Agung Barat,Jakarta Selatan,Jagakarsa,Srengseng Sawah,3250,Taman Lingkungan
814031002,Taman Depan. Univ. Pancasila,Jl. Raya Lenteng Agung Barat,Jakarta Selatan,Jagakarsa,Srengseng Sawah,3868.7,Taman Lingkungan
814031009,Taman Pintu KA Srengseng Timur,Jl. Lenteng Agung Timur,Jakarta Selatan,Jagakarsa,Srengseng Sawah,315,Taman Lingkungan
814031007,Taman Jihandak,Jl. Raya Lenteng Agung Timur,Jakarta Selatan,Jagakarsa,Srengseng Sawah,882,Taman Lingkungan
814031005,Taman Lenteng Agung Timur,Jl. Raya Lenteng Agung Timur,Jakarta Selatan,Jagakarsa,Srengseng Sawah,357,Taman Lingkungan
814031003,"Taman Univ. Indonesia, dep. Pintu Gerbang",Jl. Raya Lenteng Agung Barat,Jakarta Selatan,Jagakarsa,Srengseng Sawah,12604,Taman Lingkungan
814031012,Taman Pulo Tanjung Barat,Jl. Tanjung Barat,Jakarta Selatan,Jagakarsa,Tanjung Barat,70,Taman Lingkungan
814031013,"Taman BPG, depan",Jl. Nangka Tengah,Jakarta Selatan,Jagakarsa,Tanjung Barat,600,Taman Lingkungan
14050083,Taman Cililin,Jl. Cililin,Jakarta Selatan,Kebayoran Baru,,647,Taman Lingkungan
31010018,REFUNGSI SPBU NO. 34-12111 Jl.Mataram I (Sisi Timur),Jl.Mataram I (Sisi Timur),Jakarta Selatan,Kebayoran Baru,,1285,Taman Lingkungan
31010027,REFUNGSI SPBU NO. 34-12112 Jl.Pakubuwono VI (Sisi Barat),Jl.Pakubuwono VI (Sisi Barat),Jakarta Selatan,Kebayoran Baru,,2220,Taman Lingkungan
814050023,"Taman Ciragil, sisi kali sebelah selatan",Jl. Ciragil,Jakarta Selatan,Kebayoran Baru,,800,Taman Lingkungan
14050048,Taman Sampit,Jl Sampit,Jakarta Selatan,Kebayoran Baru,,1727,Taman Lingkungan
14050109,"Taman Wijaya I, pom bensin",Jl. Wijaya I,Jakarta Selatan,Kebayoran Baru,,1082.2,Taman Lingkungan
14050037,Taman Cibulan,Jl Cibulan,Jakarta Selatan,Kebayoran Baru,,1029,Taman Lingkungan
14050084,Taman Cisang Giri,Jl. Cisang Giri,Jakarta Selatan,Kebayoran Baru,,1986,Taman Lingkungan
31010019,REFUNGSI SPBU NO. 34-13204 Jl.Mataram I (Sisi Barat),Jl.Mataram I (Sisi Barat),Jakarta Selatan,Kebayoran Baru,,1850,Taman Lingkungan
14050053,Taman Gandaria Raya,Jl Gandaria Raya,Jakarta Selatan,Kebayoran Baru,,4061,Taman Lingkungan
14050089,Taman Wijaya I depan PTIK,Jl. Wijaya I,Jakarta Selatan,Kebayoran Baru,,2045,Taman Lingkungan
31010026,REFUNGSI SPBU NO. 31-12103 Jl.Pakubuwono VI (Sisi Timur),Jl.Pakubuwono VI (Sisi Timur),Jakarta Selatan,Kebayoran Baru,,3600,Taman Lingkungan
31010015,REFUNGSI SPBU NO. 34-12108 Jl.Suryo / Senopati,Jl.Suryo / Senopati,Jakarta Selatan,Kebayoran Baru,,1000,Taman Lingkungan
814050003,Taman Damai II,Jl. Damai II,Jakarta Selatan,Kebayoran Baru,Cipete Utara,2000,Taman Lingkungan
14050078,Taman Vila Sawo,Jl Sawo,Jakarta Selatan,Kebayoran Baru,Cipete Utara,2411,Taman Lingkungan
14050041,Taman Radio I,Jl Radio I,Jakarta Selatan,Kebayoran Baru,Gandaria Utara,660,Taman Lingkungan
14050030,Taman Radio Dalam,Jl Radio Dalam,Jakarta Selatan,Kebayoran Baru,Gandaria Utara,1360,Taman Lingkungan
14050042,Taman Radio II,Jl Radio II,Jakarta Selatan,Kebayoran Baru,Gandaria Utara,755,Taman Lingkungan
14050031,Taman Yado,Jl Yado,Jakarta Selatan,Kebayoran Baru,Gandaria Utara,250,Taman Lingkungan
14050098,Taman SD Mexico,Jl. Hang Lekir,Jakarta Selatan,Kebayoran Baru,Gunung,1255,Taman Lingkungan
14050087,Taman Ujung Lauser,Jl Ujung Lauser,Jakarta Selatan,Kebayoran Baru,Gunung,2309,Taman Lingkungan
14050076,Taman Kerinci,Jl Kerinci,Jakarta Selatan,Kebayoran Baru,Gunung,2871,Taman Lingkungan
14050059,Taman Martimbang Kecil III,Jl Martimbang III,Jakarta Selatan,Kebayoran Baru,Gunung,443,Taman Lingkungan
14050065,Taman Dempo V,Jl Dempo V,Jakarta Selatan,Kebayoran Baru,Gunung,648,Taman Lingkungan
814050074,Taman Tumbuh Berkembang,Jl. Pakubuwono,Jakarta Selatan,Kebayoran Baru,Gunung,4900,Taman Lingkungan
14050056,Taman Hang Tuah Raya,Jl Hang Tuah Raya,Jakarta Selatan,Kebayoran Baru,Gunung,2707,Taman Lingkungan
14050063,Taman Martimbang IV,Jl Martimbang IV,Jakarta Selatan,Kebayoran Baru,Gunung,1739,Taman Lingkungan
814050069,Taman Hanglekir II,Jl. Hang Lekir II,Jakarta Selatan,Kebayoran Baru,Gunung,135,Taman Lingkungan
14050126,Taman Pom. Bensin sebelah Ut. SMKK 30,Jl. Pakubuwono VI,Jakarta Selatan,Kebayoran Baru,Gunung,3177,Taman Lingkungan
814050094,Taman Dempo IV,Jl. Dempo IV,Jakarta Selatan,Kebayoran Baru,Gunung,350,Taman Lingkungan
14050101,Taman Dempo 6,Jl. Dempo,Jakarta Selatan,Kebayoran Baru,Gunung,327,Taman Lingkungan
814050090,Taman Raya/Kerinci X,Jl. Kerinci X,Jakarta Selatan,Kebayoran Baru,Gunung,2200,Taman Lingkungan
14050111,Taman Mataram Barat,Jl. Mataram,Jakarta Selatan,Kebayoran Baru,Gunung,3490,Taman Lingkungan
14050099,Taman Tebah,Jl. Tebah,Jakarta Selatan,Kebayoran Baru,Gunung,1952,Taman Lingkungan
14050060,Taman Martimbang kecil IV,Jl Martimbang IV,Jakarta Selatan,Kebayoran Baru,Gunung,544,Taman Lingkungan
14050066,Taman Dempo II,Jl Dempo II,Jakarta Selatan,Kebayoran Baru,Gunung,246,Taman Lingkungan
814050075,"Taman Leuser, ujung",Jl. Leuser,Jakarta Selatan,Kebayoran Baru,Gunung,8500,Taman Lingkungan
14050132,Taman Pulo Jl Sgt Bulungan,Jl. Patiunus,Jakarta Selatan,Kebayoran Baru,Gunung,30,Taman Lingkungan
14050058,Taman Martimbang Kecil II,Jl Martimbang kecil II,Jakarta Selatan,Kebayoran Baru,Gunung,385,Taman Lingkungan
14050064,Taman Hang Jebat V,Jl Hang Jebat V,Jakarta Selatan,Kebayoran Baru,Gunung,1856,Taman Lingkungan
814050073,"Taman Hang Tuah VII, sparator",Jl. Hang Tuah VII,Jakarta Selatan,Kebayoran Baru,Gunung,800,Taman Lingkungan
814050068,"Taman Hanglekir, segi-3",Jl. Hang Lekir,Jakarta Selatan,Kebayoran Baru,Gunung,300,Taman Lingkungan
14050062,Taman Martimbang III,Jl. Martimbang III,Jakarta Selatan,Kebayoran Baru,Gunung,2072,Taman Lingkungan
14050127,"Taman Pakubuwono, Dep. Apotik",Jl. Pakubuwono VI,Jakarta Selatan,Kebayoran Baru,Gunung,2212,Taman Lingkungan
14050125,Taman Pom. Bensin sebelah sel. SMKK 30,Jl. Pakubuwono VI,Jakarta Selatan,Kebayoran Baru,Gunung,1112,Taman Lingkungan
14050080,Taman Puring,Jl. Kyai Maja,Jakarta Selatan,Kebayoran Baru,Gunung,13382,Taman Lingkungan
814050091,Taman Velbak,Jl. Kyai Maja,Jakarta Selatan,Kebayoran Baru,Gunung,1000,Taman Lingkungan
14050100,Taman Dempo I,Jl. Dempo I,Jakarta Selatan,Kebayoran Baru,Gunung,1051,Taman Lingkungan
14050061,Taman Martimbang II,Jl Martimbang II,Jakarta Selatan,Kebayoran Baru,Gunung,1601,Taman Lingkungan
14050067,Taman Tebah dpn Pasar Mayestik,Jl Tebah,Jakarta Selatan,Kebayoran Baru,Gunung,56,Taman Lingkungan
814050084,Taman Hang Jebat IX,Jl. Hang Jebat IX,Jakarta Selatan,Kebayoran Baru,Gunung,1000,Taman Lingkungan
814050051,Taman Lamandau,Jl. Lamandau,Jakarta Selatan,Kebayoran Baru,Kramat Pela,800,Taman Lingkungan
14050047,Taman Barito I SGT,Jl Barito I,Jakarta Selatan,Kebayoran Baru,Kramat Pela,122,Taman Lingkungan
14050130,Taman Belakang PosPolantas Tmn Puring,Jl. Gandaria,Jakarta Selatan,Kebayoran Baru,Kramat Pela,935,Taman Lingkungan
14050119,Taman Bacang,Jl. Bacang,Jakarta Selatan,Kebayoran Baru,Kramat Pela,1762,Taman Lingkungan
14050074,Taman Lamandau I,Jl Lamandau I,Jakarta Selatan,Kebayoran Baru,Kramat Pela,538,Taman Lingkungan
814050046,"Taman Barito, depan Hero",Jl. Barito,Jakarta Selatan,Kebayoran Baru,Kramat Pela,400,Taman Lingkungan
14050045,Taman Mendawai II,Jl. Mendawai II,Jakarta Selatan,Kebayoran Baru,Kramat Pela,434,Taman Lingkungan
14050054,Taman Gandaria Tengah I,Jl Gandaria Tengah,Jakarta Selatan,Kebayoran Baru,Kramat Pela,1716,Taman Lingkungan
14050043,Taman Barito II depan Tarakanita,Jl Barito II,Jakarta Selatan,Kebayoran Baru,Kramat Pela,399,Taman Lingkungan
14050115,Taman Pela,Jl. Kramat Pela,Jakarta Selatan,Kebayoran Baru,Kramat Pela,7773,Taman Lingkungan
14050081,Taman Gandaria V,Jl. Gandaria V,Jakarta Selatan,Kebayoran Baru,Kramat Pela,4419,Taman Lingkungan
814050063,"Taman Gandaria I (raya), segi-3",Jl. Gandaria I,Jakarta Selatan,Kebayoran Baru,Kramat Pela,500,Taman Lingkungan
14050052,Taman Barito SGT kecil,Jl Barito,Jakarta Selatan,Kebayoran Baru,Kramat Pela,4,Taman Lingkungan
814050061,"Taman Gandaria Tengah V, dep. Kel.",Jl. Gandaria Tengah V,Jakarta Selatan,Kebayoran Baru,Kramat Pela,3290,Taman Lingkungan
14050050,Taman Sambas IV,Jl Sambas IV,Jakarta Selatan,Kebayoran Baru,Kramat Pela,299,Taman Lingkungan
814050057,"Taman Barito, segitiga",Jl. Barito,Jakarta Selatan,Kebayoran Baru,Kramat Pela,1827,Taman Lingkungan
14050075,Taman Lamandau II,Jl Lamandau II,Jakarta Selatan,Kebayoran Baru,Kramat Pela,268,Taman Lingkungan
814050048,Taman Mendawai,Jl. Mendawai,Jakarta Selatan,Kebayoran Baru,Kramat Pela,600,Taman Lingkungan
14050046,Taman Mendawai IV,Jl Mendawai IV,Jakarta Selatan,Kebayoran Baru,Kramat Pela,333,Taman Lingkungan
814050045,"Taman Radio IV, sisi kali",Jl. Radio IV,Jakarta Selatan,Kebayoran Baru,Kramat Pela,700,Taman Lingkungan
14050044,Taman Mendawai I,Jl Mendawai I,Jakarta Selatan,Kebayoran Baru,Kramat Pela,100,Taman Lingkungan
14050082,Taman Sambas,Jl. Sambas,Jakarta Selatan,Kebayoran Baru,Kramat Pela,3892,Taman Lingkungan
814050064,Taman Barito Langsat,Jl. Barito Langsat,Jakarta Selatan,Kebayoran Baru,Kramat Pela,53000,Taman Lingkungan
14050102,Taman Blok M Plaza,Jl. Panglima Polim,Jakarta Selatan,Kebayoran Baru,Kramat Pela,1111,Taman Lingkungan
814050062,"Taman SGO, samping",Jl. KH. Akhmad Dahlan,Jakarta Selatan,Kebayoran Baru,Kramat Pela,300,Taman Lingkungan
14050051,Taman Barito II Raya,Jl Barito II Raya,Jakarta Selatan,Kebayoran Baru,Kramat Pela,1441,Taman Lingkungan
814050060,Taman Gandaria Tengah II,Jl. Gandaria Tengah II,Jakarta Selatan,Kebayoran Baru,Kramat Pela,2500,Taman Lingkungan
14050049,Taman Sambas V,Jl Sambas V,Jakarta Selatan,Kebayoran Baru,Kramat Pela,1566,Taman Lingkungan
14050094,Taman Wijaya IX,Jl. Wijaya IX,Jakarta Selatan,Kebayoran Baru,Melawai,3572,Taman Lingkungan
814050040,Taman Wijaya I Lereng samping PTIK,Jl. Wijaya I,Jakarta Selatan,Kebayoran Baru,Melawai,869,Taman Lingkungan
814050037,Taman Panglima Polim XIII,Jl. Panglima Polim XIII,Jakarta Selatan,Kebayoran Baru,Melawai,2250,Taman Lingkungan
814050033,Taman Wisma Angkasa,Jl. Wisma Angkasa,Jakarta Selatan,Kebayoran Baru,Melawai,1780,Taman Lingkungan
31010005,Taman Eks SPBU No.31-12102 Jl.Melawai Raya,Jl.Melawai Raya,Jakarta Selatan,Kebayoran Baru,Melawai,872,Taman Lingkungan
14050088,Taman YPK Panglima Polim,JL Panglima Polim,Jakarta Selatan,Kebayoran Baru,Melawai,2779,Taman Lingkungan
14050077,Taman STM Penerbangan,Jl Prof Joko Sutono,Jakarta Selatan,Kebayoran Baru,Melawai,306,Taman Lingkungan
814050039,Taman Wijaya I Travo,Jl. Wijaya I,Jakarta Selatan,Kebayoran Baru,Melawai,1625,Taman Lingkungan
14050114,Taman Wijaya XIV,Jl. Wijaya XIV,Jakarta Selatan,Kebayoran Baru,Melawai,1384,Taman Lingkungan
14050091,Taman Panglima Polim XII,Jl. Panglima Polim,Jakarta Selatan,Kebayoran Baru,Melawai,2558,Taman Lingkungan
814050034,Taman Wijaya XII,Jl. Wijaya XII,Jakarta Selatan,Kebayoran Baru,Melawai,200,Taman Lingkungan
14050112,Taman Cilosari,Jl. Cibulan,Jakarta Selatan,Kebayoran Baru,Melawai,921,Taman Lingkungan
14050040,Taman Sunan Kalijaga,Jl Sunan Kalijaga,Jakarta Selatan,Kebayoran Baru,Melawai,505,Taman Lingkungan
14050123,Taman Melawai Raya,Jl. Melawai Raya,Jakarta Selatan,Kebayoran Baru,Melawai,1495,Taman Lingkungan
814050028,Taman Martha Tiahahu Blok M,Jl. Sisingamangaraja,Jakarta Selatan,Kebayoran Baru,Melawai,7500,Taman Lingkungan
14050038,Taman Wijaya 10,Jl Wijaya 10,Jakarta Selatan,Kebayoran Baru,Melawai,228,Taman Lingkungan
14050121,"Taman Darmawangsa, tanggul",Jl. Darmawangsa Raya,Jakarta Selatan,Kebayoran Baru,Pulo,1205,Taman Lingkungan
814050019,"Taman Prapanca Buntu, sisi Barat & Timur",Jl. Prapanca Buntu,Jakarta Selatan,Kebayoran Baru,Pulo,1400,Taman Lingkungan
14050108,Taman Kerbau-Gajah,Jl. Darmawangsa 9,Jakarta Selatan,Kebayoran Baru,Pulo,1743.1,Taman Lingkungan
14050036,Taman Dharmawangsa IX,Jl Dharmawangsa IX,Jakarta Selatan,Kebayoran Baru,Pulo,2010,Taman Lingkungan
814050010,Taman Pangudi Luhur,Jl. Pangudi Luhur,Jakarta Selatan,Kebayoran Baru,Pulo,1200,Taman Lingkungan
14050106,Taman Brawijaya VIII,Jl. Brawijaya,Jakarta Selatan,Kebayoran Baru,Pulo,3104,Taman Lingkungan
14050034,Taman Blok P SGT,Jl Prapanca,Jakarta Selatan,Kebayoran Baru,Pulo,147,Taman Lingkungan
814050008,"Taman Darmawangsa VIII, segi-3",Jl. Darmawangsa VIII,Jakarta Selatan,Kebayoran Baru,Pulo,1600,Taman Lingkungan
14050104,Taman Prapanca IV,Jl. Prapanca,Jakarta Selatan,Kebayoran Baru,Pulo,750,Taman Lingkungan
14050032,Taman Prapanca SGT,Jl Prapanca,Jakarta Selatan,Kebayoran Baru,Pulo,2240,Taman Lingkungan
14050113,Taman Brawijaya I/B,Jl. Brawijaya I B,Jakarta Selatan,Kebayoran Baru,Pulo,2175,Taman Lingkungan
14050122,"Taman Darmawangsa IX, segi-3 kecil",Jl. Darmawangsa,Jakarta Selatan,Kebayoran Baru,Pulo,86,Taman Lingkungan
14050120,"Taman Darmawangsa, tanggul, lanjutan",Jl. Darmawangsa,Jakarta Selatan,Kebayoran Baru,Pulo,3096,Taman Lingkungan
814050012,Taman Radius,Jl. Darmawangsa,Jakarta Selatan,Kebayoran Baru,Pulo,1800,Taman Lingkungan
14050107,Taman Kura Kura,Jl. Darmawangsa,Jakarta Selatan,Kebayoran Baru,Pulo,3466.5,Taman Lingkungan
14050035,Taman Pulo Depan Kelurahan,Jl Prapanca dalam,Jakarta Selatan,Kebayoran Baru,Pulo,367,Taman Lingkungan
814050009,Taman Prapanca V,Jl. Prapanca V,Jakarta Selatan,Kebayoran Baru,Pulo,500,Taman Lingkungan
14050105,Taman Prapanca I,Jl. Prapanca,Jakarta Selatan,Kebayoran Baru,Pulo,1456,Taman Lingkungan
14050033,Taman Blok P Bunderan,Jl Prapanca,Jakarta Selatan,Kebayoran Baru,Pulo,816,Taman Lingkungan
14050096,Taman Ciniru,Jl. Ciniru,Jakarta Selatan,Kebayoran Baru,Rawa Barat,1472,Taman Lingkungan
14050072,Taman Rajaksa,Jl Rajaksa,Jakarta Selatan,Kebayoran Baru,Rawa Barat,2847,Taman Lingkungan
14050039,Taman Empu Sendok Dalam,Jl Empu Sendok,Jakarta Selatan,Kebayoran Baru,Rawa Barat,528,Taman Lingkungan
814050122,"Taman Wolter Mongisidi, segitiga",Jl. Wolter Mongisidi,Jakarta Selatan,Kebayoran Baru,Rawa Barat,890,Taman Lingkungan
14050073,Taman Laksana,JL Laksana,Jakarta Selatan,Kebayoran Baru,Rawa Barat,655,Taman Lingkungan
814050112,Taman Kertanegara,Jl. Kertanegara,Jakarta Selatan,Kebayoran Baru,Selong,936,Taman Lingkungan
14050085,Taman Mataram Timur,Jl. Mataram,Jakarta Selatan,Kebayoran Baru,Selong,4089,Taman Lingkungan
814050109,"Taman Ciragil, sisi kali sebelah utara",Jl. Ciragil,Jakarta Selatan,Kebayoran Baru,Selong,1350,Taman Lingkungan
14050117,Taman Gunawarman Timur,Jl. Gunawarman Timur,Jakarta Selatan,Kebayoran Baru,Selong,2002,Taman Lingkungan
814050106,Taman Senopati,Jl. Senopati,Jakarta Selatan,Kebayoran Baru,Selong,200,Taman Lingkungan
14050092,Taman Cemara (Selong),Jl. Cemara,Jakarta Selatan,Kebayoran Baru,Selong,2045,Taman Lingkungan
14050070,Taman Daksa IV,Jl Daksa IV,Jakarta Selatan,Kebayoran Baru,Selong,1826,Taman Lingkungan
14050124,"Taman PUTL, segi-3",Jl. Raden Pattah,Jakarta Selatan,Kebayoran Baru,Selong,1666.2,Taman Lingkungan
14050090,Taman Galuh,Jl. Galuh,Jakarta Selatan,Kebayoran Baru,Selong,3108,Taman Lingkungan
14050079,Taman Bakti,Jl Bakti,Jakarta Selatan,Kebayoran Baru,Selong,573,Taman Lingkungan
14050068,Taman Daha SMKN 82,Jl Daha,Jakarta Selatan,Kebayoran Baru,Selong,1213,Taman Lingkungan
14050097,Taman Cibeber,Jl. Cibeber,Jakarta Selatan,Kebayoran Baru,Selong,855,Taman Lingkungan
14050086,Taman Tulodong Bawah,Jl. Tulodong Bawah,Jakarta Selatan,Kebayoran Baru,Selong,1300,Taman Lingkungan
814050110,"Taman Senopati, Pom Bensin, segi-3",Jl. Senopati,Jakarta Selatan,Kebayoran Baru,Selong,500,Taman Lingkungan
